country_id,disaster_id,date_id,industry_id,weather_id,risk_id,sector_id,affected_population,deaths,severity_score,economic_loss_usd,insurance_loss_usd,carbon_emission_mt,avg_temperature,rainfall_mm
10,2,901,8,1,3,2,68992,111,8.4,1991854233,630422097.0,3379.28,47.9,17.1
9,8,588,1,5,2,3,366729,929,6.7,6506359226,3566576766.0,3373.82,\N,40.8
9,7,1153,1,7,4,7,160743,606,9.7,5853263453,1947995334.0,1446.96,27.1,539.9
1,3,1295,8,1,4,7,233082,441,9.5,4134058893,1675161652.0,2255.34,40.5,19.7
9,2,466,2,1,3,2,442741,841,8.5,10111983069,6196069999.0,2102.32,47.4,25.7
7,1,1194,4,3,3,8,116017,177,7.2,2689738128,568084129.0,3292.33,\N,613.4
9,6,2176,1,3,3,7,234473,354,7.4,4820108355,3703261246.0,4886.98,18.0,\N
8,4,1973,4,1,3,1,225100,219,7.4,6029978800,4495097320.0,2872.02,32.8,4.2
1,1,1050,6,3,3,4,386253,1395,7.3,8732446449,3551361503.0,2744.62,27.6,628.2
8,5,488,2,4,4,4,222584,948,9.0,6370354080,4409873849.0,1723.28,22.1,367.2
8,4,950,1,1,3,1,66695,175,7.5,1243028062,441675355.0,3405.14,43.8,1.9
3,3,406,4,1,4,1,270449,926,8.6,8784778507,1955868467.0,4238.17,46.8,19.3
1,4,1050,5,1,3,5,328940,323,6.5,6487025740,4733111437.0,538.42,40.3,0.3
8,6,1107,7,3,3,2,96809,258,6.8,1535158398,667124926.0,1244.7,\N,588.2
3,8,364,1,5,2,7,369471,594,4.0,3356274564,1780304397.0,2985.61,5.0,5.9
3,7,1391,1,7,4,4,427442,569,9.6,9298402291,6915955679.0,465.88,21.5,690.7
1,8,1084,1,5,2,5,356247,807,5.4,3997518836,2963341228.0,1770.91,0.4,56.0
5,2,551,4,1,3,7,43218,49,8.2,931685000,683945116.0,2423.58,\N,3.1
10,6,1659,3,3,3,7,432324,1184,6.5,6848228322,2836143384.0,4038.74,27.1,235.4
7,7,292,8,7,4,6,398124,1402,9.6,14141364480,10064075476.0,2656.68,22.7,726.4
10,6,1961,6,3,3,4,330035,370,6.5,4279728862,2516446950.0,1931.37,23.3,379.0
9,2,1818,7,1,3,7,93821,317,8.5,3122925806,2083971327.0,779.58,\N,5.4
7,4,191,1,1,3,1,213846,375,6.6,4850925433,3188202839.0,1052.0,32.4,4.2
9,5,461,5,4,4,5,71657,320,9.7,1611874055,1032460925.0,2614.72,25.7,453.0
8,2,1920,5,1,3,6,101076,183,7.7,2080356339,1010422442.0,4033.06,38.0,6.8
2,2,271,8,1,3,5,455769,776,7.8,9950439961,7162063126.0,2025.41,43.4,\N
1,7,1158,2,7,4,5,315990,707,8.2,9092233062,5447395800.0,1177.65,\N,485.9
7,3,171,3,1,4,2,496910,867,9.6,12689093760,6852381754.0,1925.96,41.8,12.1
7,8,1439,3,5,2,6,93050,98,6.2,930555830,215901983.0,323.71,6.2,72.8
8,4,28,4,1,3,5,69198,151,8.0,1493569632,485229954.0,2677.55,45.0,5.5
5,2,136,2,1,3,8,86300,252,8.6,1459125880,580268194.0,417.63,42.0,2.4
3,5,888,7,4,4,4,105321,263,8.3,2270204687,1471075764.0,4257.17,\N,524.1
8,1,1529,4,3,3,2,205503,619,7.5,3634320555,2874753364.0,3828.09,\N,655.6
6,4,1265,2,1,3,8,315761,942,6.4,6965940268,4325838313.0,3531.49,\N,0.9
3,3,856,6,1,4,8,59617,227,9.0,955600893,434062657.0,4728.12,48.2,11.7
1,6,1252,3,3,3,4,328788,451,6.9,7475159574,3085355932.0,4451.34,26.7,336.7
3,2,509,7,1,3,6,158828,377,8.4,2461516344,1195845245.0,63.49,47.4,8.3
5,5,1327,6,4,4,8,270720,638,9.7,5081279040,2194050190.0,3907.04,24.2,577.2
3,4,2082,7,1,3,5,296552,406,7.7,7017043079,1463771555.0,2947.17,34.5,1.8
1,5,1026,4,4,4,5,274997,1246,9.4,6459844528,1304259562.0,2205.81,24.3,754.0
5,5,362,2,4,4,6,354934,410,8.5,4742628108,3355810526.0,1471.54,24.2,748.4
10,8,1219,3,5,2,4,464126,359,5.9,4285507421,1649079039.0,1020.93,-1.2,60.6
7,7,606,3,7,4,7,464248,2116,9.5,16913715260,6464392838.0,4417.65,28.3,597.1
7,6,1864,8,3,3,3,480559,718,7.3,5286677614,2804221901.0,1847.18,22.2,407.5
9,3,1332,7,1,4,5,440181,872,9.1,13975702731,6357533361.0,2268.5,\N,12.6
10,8,1671,7,5,2,5,8673,13,4.0,129158316,\N,3579.42,9.8,66.3
10,4,716,7,1,3,7,170575,210,6.9,4024051882,1806065443.0,3939.89,33.6,4.4
3,2,348,1,1,3,2,5696,12,8.9,106559628,47485188.0,3145.56,47.4,9.0
7,3,1278,8,1,4,4,139489,168,9.3,3841150439,2361157630.0,2126.75,40.3,18.1
1,2,399,4,1,3,7,442095,1371,9.0,13436593335,3047878819.0,367.23,40.3,29.7
4,1,1358,1,3,3,8,66774,139,7.9,1211701036,676202396.0,3077.88,23.0,337.0
4,5,1200,8,4,4,7,211291,325,8.1,6494979694,2030880022.0,4239.07,32.8,652.1
5,1,2173,7,3,3,5,483123,1577,8.9,12086722901,\N,275.55,20.7,459.7
7,7,2179,7,7,4,4,404608,684,8.8,6558533836,1535158371.0,1798.35,26.2,425.3
7,5,1586,3,4,4,2,64041,196,8.2,852296052,650372871.0,1275.87,33.8,553.0
4,6,822,4,3,3,4,430207,947,7.5,6388573950,3050252830.0,2724.57,22.8,471.0
7,3,902,4,1,4,4,394373,1675,8.6,9940802461,4292519751.0,103.64,43.4,\N
3,2,945,6,1,3,7,393477,451,8.3,12279630216,6301158155.0,4418.72,41.8,0.6
6,8,1870,5,5,2,2,89732,69,6.9,1094039463,650368701.0,3968.78,0.7,56.4
2,7,334,8,7,4,5,85146,126,8.5,1252071930,260298452.0,565.69,20.8,829.7
10,6,1044,2,3,3,8,206409,597,6.3,1966169570,566910020.0,4467.61,18.1,290.4
9,2,355,5,1,3,4,183936,759,8.5,2610971520,1811558500.0,3848.46,37.5,22.3
5,3,1197,5,1,4,3,285216,936,8.3,4386593558,3262919488.0,4785.41,49.6,2.1
6,4,1213,7,1,3,5,489587,1506,7.1,11015658541,4012895110.0,1330.31,43.3,5.6
4,7,824,3,7,4,7,287065,338,8.1,6712928905,3977675930.0,4283.27,27.7,676.5
10,1,1026,6,3,3,2,2664,5,8.0,38596032,\N,770.74,28.8,310.3
7,1,1897,2,3,3,1,369286,1068,7.6,7218507299,1489406732.0,3496.61,22.4,416.4
9,8,168,7,5,2,6,242123,420,6.4,4033575481,1561451300.0,405.49,9.4,6.7
7,2,536,7,1,3,3,105606,200,8.1,2502925563,1701737474.0,3585.26,40.1,1.6
1,2,1949,5,1,3,5,54792,93,7.7,1150095038,844046769.0,801.21,39.8,6.6
1,2,1620,5,1,3,6,332811,340,8.6,6293921945,\N,3688.3,47.7,\N
9,7,950,4,7,4,2,233105,390,9.1,3447040187,2525499077.0,2226.67,25.3,547.7
9,3,207,3,1,4,3,63439,213,9.3,2333971561,542473756.0,716.4,45.5,3.0
4,4,544,5,1,3,5,120355,125,6.8,3222095918,1202950574.0,2878.16,41.7,5.5
9,1,129,2,3,3,6,152470,178,7.2,3590851464,1184787658.0,172.27,25.7,491.8
3,6,1471,1,3,3,8,104033,240,6.1,2038973976,853675015.0,1224.16,19.9,570.5
7,5,2083,7,4,4,1,425448,562,8.0,10278823680,4672226505.0,1496.68,25.7,728.3
6,7,1837,1,7,4,5,456153,763,8.8,9316833794,3077099187.0,4960.73,29.4,744.1
8,7,77,3,7,4,8,118788,132,8.6,3964739560,2996141135.0,3982.7,20.3,422.8
9,3,369,1,1,4,1,487203,1696,9.8,11105694944,3039203059.0,1594.66,46.6,1.3
5,1,526,4,3,3,1,220117,673,7.4,5127669538,3408543996.0,1856.56,28.3,378.3
1,8,349,4,5,2,4,307242,704,6.9,5335963986,3920603925.0,2219.69,1.4,22.6
3,4,506,2,1,3,7,136768,196,7.1,3388003219,1498515583.0,3954.84,38.7,7.4
10,3,643,6,1,4,2,117505,422,9.4,2719394714,1403089804.0,3420.13,48.4,2.0
8,6,238,3,3,3,4,296333,564,6.2,3095790851,2298952358.0,2731.41,25.0,344.1
6,1,1304,3,3,3,1,87207,111,8.2,2293317361,665785404.0,2262.78,25.8,386.8
8,3,1601,7,1,4,2,325192,520,9.2,11631987763,3217011339.0,1308.67,48.8,16.6
9,1,1456,1,3,3,2,488735,495,8.5,10269299820,2356664174.0,2294.8,19.3,451.4
4,1,2186,5,3,3,2,421831,364,7.6,10771876415,7737383517.0,3893.16,24.8,398.2
1,8,1674,5,5,2,3,219262,212,5.8,3068659394,1052284513.0,2266.1,5.2,50.5
1,7,1847,6,7,4,5,106653,346,8.6,1660160597,817212433.0,2643.3,29.5,847.4
10,4,1855,7,1,3,1,185061,264,6.4,3851637580,\N,1725.92,33.7,9.2
4,7,355,5,7,4,2,348593,746,8.2,5645463634,4466679012.0,2453.2,29.8,507.7
7,5,559,6,4,4,6,363926,1391,9.5,5839374633,4039659957.0,3811.62,27.1,750.5
2,4,1918,8,1,3,3,9779,10,7.0,235615226,141959204.0,4614.38,39.0,7.0
3,1,1255,7,3,3,3,128739,318,7.8,1549425360,1152494708.0,2504.47,21.8,473.7
1,3,1682,8,1,4,6,486994,1963,8.9,14502389123,5063763923.0,782.97,47.7,3.3
5,6,1170,2,3,3,1,432261,1222,6.5,7605848425,2822463807.0,3882.61,16.4,217.3
1,8,1176,3,5,2,4,23425,25,4.5,370524937,251778026.0,3806.08,-2.6,62.5
8,4,1815,1,1,3,3,154987,264,6.7,2483883656,843925454.0,3395.4,40.1,5.0
1,5,2188,2,4,4,1,461348,1250,9.1,16024784375,9165932348.0,2937.16,22.8,508.5
1,1,663,4,3,3,3,6072,14,7.2,116509536,73550319.0,1636.44,19.4,659.3
2,6,21,4,3,3,1,215684,585,7.8,3310835673,1396918400.0,3753.2,25.8,513.3
2,4,2112,4,1,3,2,247176,252,6.6,5264403883,\N,4921.09,31.6,4.6
6,7,1242,6,7,4,7,78721,218,8.2,2208297236,523952009.0,2372.69,26.9,493.6
7,7,162,6,7,4,4,161014,410,8.5,3043808656,1352408500.0,855.86,22.2,896.0
5,4,130,7,1,3,6,349330,245,6.6,9051699228,5869520101.0,1163.56,34.3,7.2
1,4,1951,3,1,3,3,161996,239,6.7,3100911232,1607874315.0,1323.09,37.9,7.5
1,4,225,4,1,3,6,104226,251,7.5,2091815820,1304910854.0,3198.6,35.4,2.2
3,6,1782,6,3,3,8,353183,1030,6.8,8533042553,4548632984.0,3846.2,27.9,225.0
2,7,580,7,7,4,3,413188,763,9.0,11427540516,4679027522.0,1779.3,23.4,\N
5,3,1478,6,1,4,3,262605,295,9.5,7456800277,2734752692.0,3672.01,46.6,9.8
10,5,107,5,4,4,7,463428,1686,9.8,7271092634,3514574361.0,485.6,22.8,700.4
6,5,840,6,4,4,5,207531,188,8.9,7057485963,2591165922.0,4490.76,29.8,459.9
7,8,1165,4,5,2,5,302022,956,6.4,3117833510,1499590129.0,385.09,3.9,63.7
4,1,1158,2,3,3,7,106042,141,8.5,3011433737,1274368614.0,4021.65,22.2,444.9
7,2,667,4,1,3,6,23117,58,9.0,581508135,172796582.0,3565.8,40.6,\N
8,3,2127,7,1,4,2,320696,457,8.8,4786323660,2986302007.0,3244.55,48.4,\N
1,7,1972,7,7,4,3,326773,801,8.6,7635443272,2451891290.0,350.99,25.5,699.1
6,1,512,7,3,3,8,413763,1062,7.3,7134349903,5652789196.0,2620.62,29.0,659.5
8,8,250,5,5,2,4,494001,1275,5.3,6558604276,4974272947.0,657.23,8.9,35.6
5,1,889,4,3,3,8,116576,169,7.5,3140557440,2460093656.0,2225.12,20.2,287.8
4,4,1024,1,1,3,5,451262,1058,7.8,12731274301,6989656603.0,889.83,43.2,4.1
2,2,599,5,1,3,1,52954,82,7.7,932922390,250726154.0,815.37,42.8,0.2
6,7,753,3,7,4,1,29770,42,9.4,817686636,640611237.0,2882.71,21.3,772.7
6,2,600,4,1,3,1,180438,662,8.8,2812090142,\N,1454.87,38.0,6.3
1,3,2065,6,1,4,2,446969,391,8.7,7050086733,4212371198.0,3865.25,41.2,\N
9,2,1759,2,1,3,7,437080,816,8.8,12396637792,2511902959.0,1301.17,42.3,27.6
6,1,1318,4,3,3,3,372660,403,8.9,7150749144,4907399147.0,1712.21,19.7,604.1
3,2,1846,2,1,3,3,114900,90,7.4,2884932180,1489303595.0,2979.1,45.8,12.4
4,2,1243,7,1,3,6,3717,9,7.5,50653417,18356305.0,91.22,46.9,16.0
4,5,234,7,4,4,8,469546,1650,8.8,15751202297,4260974539.0,4215.82,26.2,580.9
3,7,1414,1,7,4,8,390710,1084,8.8,6402017776,4226454282.0,503.61,20.4,687.2
10,7,1926,3,7,4,5,399532,1250,8.1,9449730864,2070532248.0,183.3,24.7,776.3
3,1,2100,6,3,3,1,303750,993,7.8,7737970500,4598190720.0,3877.05,18.8,\N
3,6,2063,5,3,3,2,169021,352,7.2,2231888500,1690036673.0,4008.75,18.6,363.8
4,2,441,8,1,3,6,124359,258,7.3,2867805591,1339147327.0,3203.22,35.1,4.8
7,2,1136,8,1,3,4,327806,386,7.2,8425925424,2801944047.0,4166.17,43.1,\N
4,4,7,5,1,3,3,91347,211,6.3,1512952956,359850440.0,4590.47,42.0,1.6
9,7,1587,3,7,4,3,229083,421,9.9,4163904241,1484888363.0,1161.18,24.0,566.0
1,2,826,1,1,3,2,344007,952,7.8,6579340279,3400678201.0,2273.94,46.8,1.5
8,7,1269,1,7,4,6,484522,1908,9.5,10310628160,7579057705.0,2054.12,27.8,714.6
7,2,1311,7,1,3,6,46675,110,8.5,733964375,454554515.0,883.5,40.3,11.7
2,5,1628,4,4,4,5,139230,468,9.8,5068946610,3174329963.0,1363.42,25.8,328.8
8,1,1037,1,3,3,7,72088,116,8.5,1711405164,818252257.0,2074.78,29.4,525.2
1,7,1170,4,7,4,2,329033,1353,9.2,9332560398,6865990416.0,552.85,26.9,668.4
9,3,478,2,1,4,6,66283,200,8.6,1312787841,943374296.0,3795.93,45.4,2.3
9,1,715,3,3,3,5,387703,955,8.0,8824120280,3084570241.0,3063.82,18.2,284.7
2,4,1677,2,1,3,6,47104,112,7.7,1012297932,512790544.0,4617.85,32.7,3.6
7,1,2163,8,3,3,3,212537,627,8.8,2839154260,890990245.0,204.49,19.0,624.3
10,2,509,2,1,3,5,154448,420,7.8,4133306486,1979213115.0,3269.83,39.1,13.7
3,4,2105,2,1,3,6,168877,400,6.9,2488976776,1859877722.0,3936.83,32.2,0.9
7,1,382,2,3,3,7,338675,1062,8.4,10235842260,6205300661.0,2576.66,24.8,469.8
10,8,1181,5,5,2,7,436085,988,5.8,8187321441,2144863641.0,4830.77,2.1,69.1
9,4,1846,1,1,3,5,93164,137,7.7,1843622396,1148860007.0,239.73,33.4,8.8
4,8,1187,3,5,2,7,471215,1250,6.3,8986117171,6529904696.0,2645.36,0.6,15.1
1,3,275,8,1,4,5,129100,477,8.9,4193813500,\N,1598.92,40.6,8.6
2,1,1719,8,3,3,7,330643,368,7.7,9651700620,2133139434.0,4869.05,25.5,372.1
1,7,1101,3,7,4,6,146226,359,8.8,4012207478,859548415.0,4787.09,29.5,836.5
5,7,1861,8,7,4,5,381069,1162,8.6,5859621799,1201015641.0,529.68,29.7,431.1
5,6,2092,8,3,3,7,75213,65,7.1,1591890666,1072606433.0,1996.14,24.2,440.1
7,2,718,6,1,3,1,456153,1729,8.4,13372581348,8614537988.0,1142.25,45.0,29.3
9,8,318,2,5,2,7,55433,64,5.6,894954698,269124444.0,4158.2,1.5,54.6
9,4,534,8,1,3,1,465725,814,8.0,7224326200,4852123034.0,4563.23,39.5,6.7
3,6,1609,3,3,3,6,389578,1246,7.9,9559231217,3027695911.0,4433.0,21.5,505.7
3,6,1777,7,3,3,1,196215,535,7.1,2758390470,2062558860.0,1817.02,17.9,353.3
3,5,1245,4,4,4,1,499331,2029,8.3,8914706142,3829466378.0,1545.83,27.1,665.2
4,8,1334,3,5,2,2,22250,38,6.7,541440400,111355274.0,3397.59,9.2,30.2
8,4,1201,7,1,3,7,331314,679,7.1,7786210314,6133244302.0,4658.7,44.4,2.0
6,6,1795,2,3,3,4,442525,1253,6.8,10836021170,8622945807.0,355.6,24.9,213.7
8,5,2086,3,4,4,6,463252,1796,9.0,8805494016,7000686822.0,334.43,27.4,632.7
1,6,1455,1,3,3,5,452992,392,6.8,4851544320,1242113559.0,2047.59,24.5,344.1
8,2,1934,2,1,3,2,409889,460,7.2,8168923814,1973028825.0,2121.46,40.3,9.8
4,3,747,5,1,4,6,139242,372,8.9,3354660036,1578692830.0,2489.65,44.6,17.3
1,8,841,8,5,2,1,253663,554,6.3,5949640298,2203235310.0,2521.52,-2.8,24.6
8,5,1519,7,4,4,5,75648,294,8.1,1439959679,741789965.0,2347.85,25.3,329.5
4,3,2173,1,1,4,4,414996,852,8.5,11160902424,\N,3924.11,\N,18.0
6,4,1089,3,1,3,6,442990,976,6.7,6357526686,1502191922.0,3835.72,44.8,2.2
8,2,793,5,1,3,5,51969,142,7.6,1200691776,280147428.0,3765.94,41.1,3.2
4,5,1268,6,4,4,7,383483,734,9.0,10464484104,4076357207.0,1666.52,29.8,306.1
3,4,1551,8,1,3,7,23757,87,7.7,547689126,\N,141.15,39.9,3.0
9,6,293,1,3,3,3,252745,366,7.7,3761881854,\N,4121.11,18.6,564.8
3,7,1405,6,7,4,3,435361,371,8.1,5885601822,2755663659.0,4639.39,22.3,431.5
9,1,1649,4,3,3,6,67697,165,7.4,1201296804,292616102.0,2891.86,27.3,502.9
2,4,1242,1,1,3,2,452980,992,6.2,11211436192,3435043250.0,646.39,\N,3.8
2,3,1076,5,1,4,4,139054,415,8.8,3357764748,\N,831.85,46.9,19.0
2,2,1398,6,1,3,2,412975,619,7.5,4927824187,3220986520.0,4291.02,46.3,9.8
6,2,1694,4,1,3,5,192548,618,7.5,4215357090,2779015602.0,3331.48,39.3,6.3
3,4,1038,8,1,3,4,95043,94,6.8,2465605506,1414521859.0,1267.99,\N,8.6
9,6,1364,6,3,3,6,351455,306,7.5,4799996662,1632261293.0,973.16,22.7,263.9
4,1,1563,3,3,3,2,95568,150,7.8,1250832211,378109131.0,1495.85,19.1,\N
1,8,1113,2,5,2,5,209200,334,5.5,2020453600,1247274641.0,1574.54,-3.2,71.7
4,3,2089,8,1,4,1,326387,1199,8.3,5046889542,2355672870.0,4096.09,42.9,2.8
1,4,1292,6,1,3,5,428647,581,7.3,5285088915,2703075974.0,4491.0,41.0,8.8
5,4,1162,3,1,3,7,412938,1231,7.0,8665916868,2280897992.0,1295.75,35.4,2.6
4,7,1030,2,7,4,2,216952,588,8.0,4330361920,\N,1000.13,23.0,647.8
8,2,242,2,1,3,6,40520,130,8.0,1118352000,765122786.0,2787.24,46.5,17.7
8,3,162,5,1,4,6,106603,269,9.1,2124491186,1422880269.0,2859.13,44.8,15.3
7,1,979,7,3,3,4,190835,187,8.7,5608373480,4126533854.0,1173.06,25.7,608.7
3,2,518,4,1,3,8,256549,408,8.4,4702235311,3136574132.0,4099.54,42.2,17.5
1,4,898,7,1,3,4,472727,740,7.1,5514502273,3834746380.0,4604.3,37.1,9.0
1,2,783,8,1,3,8,386695,388,7.7,6377915313,2733517495.0,452.8,47.0,24.1
3,2,1180,4,1,3,8,361502,465,7.9,7979289045,4926353525.0,3809.18,43.6,21.5
6,5,85,1,4,4,1,274043,361,8.6,7876324671,2642379306.0,2532.45,31.2,420.4
7,2,1736,3,1,3,8,172265,213,7.8,2179427874,905473125.0,1018.32,43.4,14.5
6,6,1034,5,3,3,2,356045,815,6.5,7704279732,1888565448.0,2174.77,15.9,593.6
6,2,138,6,1,3,7,463260,948,8.0,13430833920,3908387555.0,2555.47,43.1,23.8
6,8,754,3,5,2,6,316397,736,5.9,7437101323,5663810438.0,2950.33,3.7,42.5
3,6,713,6,3,3,6,395532,1135,8.0,8239722624,3644155613.0,217.1,20.4,342.4
6,3,580,7,1,4,1,73575,93,8.3,1538894700,\N,3498.1,43.7,8.9
8,2,554,8,1,3,3,178909,425,8.5,2434683126,1184151718.0,2567.81,45.8,23.2
2,1,396,6,3,3,6,457978,859,7.0,7841499316,1935374197.0,3217.1,28.4,258.4
5,6,1938,7,3,3,5,343654,835,7.8,4446951490,2973758024.0,4256.87,27.7,276.8
